video_id,comments
idQJdDZGOJ4,"[{'comment_text': 'Testes de Software não apareceu nessa pesquisa, mas a demanda está alta também. Cresce à medida em que aumentam as equipes de desenvolvimento.', 'likes': 0}, {'comment_text': 'Up', 'likes': 0}, {'comment_text': 'Up', 'likes': 0}, {'comment_text': 'Eu faço faculdade de quimica e quando terminar eu estava pensando em fazer uma pós de ciência de dados no exterior.... vc acha que vale a pena ?', 'likes': 0}, {'comment_text': 'Engaja', 'likes': 0}, {'comment_text': 'Nessa parte dos 25 anos me identifiquei muito.\nConheci a programação em 2015 em um curso técnico de informática, mas não fui pra frente, pq tive que escolher entre continuar o curso ou trabalhar, acabei indo trabalhar. Com condições financeiras melhores, resolvi voltar a estudar agora em 2022, com foco em front-end. \nMas sempre me pergunto se já estou velho pra isso, se ""perdi o bonde"", tenho 25 anos e vejo jovens com 19 anos com cargo sênior. O único ponto positivo é que nesse tempo mantive contato com inglês, e consigo consumir conteúdo em inglês, o que vai me ajudar muito no aprendizado. Mas enfim, antes tarde do que nunca.', 'likes': 0}, {'comment_text': 'Obrigado por esse conteúdo! Pensar de forma intencional pra evoluir na carreira se tornou essencial.', 'likes': 1}, {'comment_text': 'Excelente, Kizzy!', 'likes': 0}, {'comment_text': 'Parabéns pelo vídeo, me ajudou muito. \nAtualmente estou estudando banco de dados MySQL, Power BI, Qlik , Python e Excel com foco nas vagas de Analista de Dados Jr e depois me tornar um Data Science. Eu já tenho uma experiência com programação na época da faculdade, porém nunca trabalhei na área.', 'likes': 0}, {'comment_text': 'Se você fosse começar seu plano de carreira na área agora ,qual campo você entraria?', 'likes': 1}]"
DUYnl5CS0Po,"[{'comment_text': 'Muito didática, parabéns!', 'likes': 0}, {'comment_text': 'muito legal, super bem explicado e de forma simples!', 'likes': 0}, {'comment_text': '#SQL', 'likes': 0}, {'comment_text': 'Conteúdo sem volta 😊😊', 'likes': 0}, {'comment_text': 'Olá professora tudo bem ? consigo um certificado para usar como horas complementares para a minha faculdade ?', 'likes': 0}, {'comment_text': 'Pausei o vídeo só pra comentar seu profissionalismo e didática maravilhosa, meus parabéns. Excelente no que faz', 'likes': 1}, {'comment_text': 'Vocês são INCRÍVEIS!!! ✍🏽✍🏽\n\nMinha resposta ao desafio:\n\nSELECT DISTINCT sigla_partido\r\nFROM `basedosdados.br_poder360_pesquisas.microdados`\r\nWHERE ano >= 2014;', 'likes': 0}, {'comment_text': '#SQL \nVou precisar de SQL no trabalho novo, comecei ontem a ver os vídeos \nVoce é incrível, obrigada ❤', 'likes': 0}, {'comment_text': 'MUITO OBRIGADA!.  Eu entendi que colunas chamo o comando SELECT,  as linhas chamo where.  Exemplo: quero a coluna INSTITUTO vem tudo no select. Quero dentro da coluna Insitituto os campos(atributos) Ibope ou Datafolha uso where. Exemplo quero onde os (bairros = ""a""  or bairross \'""b"" ) + and outra coluna IDADE = 37 and outra coluna ANO = 2021.\nSelect ver as colunas o where ver os campos dentro das colunas. Obrigada.', 'likes': 0}, {'comment_text': 'Quer namorar comigo rsrs ???', 'likes': 0}]"
x6sKB4PdXu0,"[{'comment_text': '🔥Inscreva-se na IMERSÃO DEV: https://vai.pgdinamica.com/imersaodev23', 'likes': 2}, {'comment_text': 'mano, eu quis comerçar a aprender com o inspesionar no pc, eu fazia isso so pra mudar o nome de algumas coisas de sites e agr to querendo criar o the last of us part III kkk', 'likes': 0}, {'comment_text': 'Tenho 9 anos mais sou bem burro só sei inglês russo português código morse e mais umas coisas inútil', 'likes': 1}, {'comment_text': 'é muito bom ver uma pessoa negra gerando representatividade para muitas pessoas. Ainda mais você que demonstra ter consciência de classe.', 'likes': 2}, {'comment_text': 'Eu tenho 13 anos e comecei a estudar HTML e CSS faz 6 dias, será que está muito cedo para começar a pensar nisso?', 'likes': 0}, {'comment_text': 'oi oi, então. Eu gostaria de lhe perguntar por onde baixar o coiso pra programação. Eu sou bem novo mas eu já quero tentar essa área', 'likes': 0}, {'comment_text': 'A questão não é desigualdade social, e sim \nPreguiça!\nMuitas pessoas não têm vontade de estudar, de ir pra luta.', 'likes': 0}, {'comment_text': 'Tenho 53 anos ainda dá tempo de desenvolver nessa área?', 'likes': 0}, {'comment_text': 'Sou adolescente e já comecei a estudar programação (backend), o único problema é que tá meio cansativo as coisas da escola, a programação e meus estudos de alemão, mas vou conseguir!', 'likes': 39}, {'comment_text': 'Não tem mais espaço para a inscrição uma pena, pois estava tao animada para comecar :/', 'likes': 0}]"
BRPUA0EgS4I,"[{'comment_text': '🔥 NOVIDADE! Curso de SQL para Análise de Dados 2.0: https://vai.pgdinamica.com/sql', 'likes': 2}, {'comment_text': '2023 amando o curso 😊😊', 'likes': 0}, {'comment_text': '#sql', 'likes': 0}, {'comment_text': 'conheci o canal agora e ja amei a forma de explicação.', 'likes': 0}, {'comment_text': 'Essa aula está uma perfeição, já estou pegando aqui caderno, caneta e laptop!\nObrigado querida!', 'likes': 1}, {'comment_text': 'https://www.youtube.com/watch?v=2JOP_jTr-ss', 'likes': 0}, {'comment_text': '#SQL', 'likes': 0}, {'comment_text': 'Excelente, começando a jornada das aulas disponíveis #sql', 'likes': 0}, {'comment_text': 'Muito obrigado pelo conteúdo e pela didática #SQL', 'likes': 0}, {'comment_text': '#SQL', 'likes': 0}]"
cP1F-nsNuGI,"[{'comment_text': '+1 inscrito. Vídeo mt bom', 'likes': 0}, {'comment_text': 'Bom vídeo , mas enrola muito', 'likes': 0}, {'comment_text': 'Eu não consigo importar as mídias no destaques, o vídeo dá erro, não entendo o porquê', 'likes': 0}, {'comment_text': 'eu acho o meu perfil muito sujo, coisa demais, estou querendo tirar a parte dos cursos(ou deixar apenas alguns) e colocar meus projetos em destaque', 'likes': 0}, {'comment_text': 'que mulherrr aaa <3', 'likes': 0}, {'comment_text': 'Oi Kizzy, parabéns pelo conteúdo, está me ajudando demais! Depois de ficar alguns anos longe de TI, resolvi voltar, porém em uma nova área! Obrigado pelo ótimo conteúdo!', 'likes': 0}, {'comment_text': 'LinkedIn não te paga pra isso, mas bem que poderia <3', 'likes': 1}, {'comment_text': 'Faltou mostrar como entrar nos campos.', 'likes': 0}, {'comment_text': 'Vídeo ótimo! Didática maravilhosa! Amei todas as dicas. Ainda não tenho perfil no LinkedIn, mas as dicas do vídeo já me ajudaram bastante a entender um pouco mais sobre a plataforma e poder organizar melhor meu perfil assim que eu criá-lo. Parabéns pelo canal, vcs são geniais!!!', 'likes': 0}, {'comment_text': 'Ola, Kizzy, tudo bem? Esse quadro terá continuação? Vcs ainda estão recebendo perfis de pessoas? Muito obrigado <3', 'likes': 0}]"
YVVqOTMDAIs,"[{'comment_text': 'Parabéns em todos os sentidos irmão e muito obrigado por compartilhar suas experiências!', 'likes': 0}, {'comment_text': 'Hallison, parabéns pela sua brilhante trajetória. Gostaria de perguntar uma coisa, qual seria a diferença de fazer um mestrado/doutorado em inteligência artificial e em processamento de imagens (Computação visual em geral) ? Pelo o que entendi, você também usa inteligência artificial no processamento de imagens. Qual seria o foco de cada pós graduação?', 'likes': 0}, {'comment_text': 'Parabéns Hallison por mais essa fase acadêmica e pelo casório! Sucesso sempre! Sou programador web atualmente, estou partindo para essa área de Ciência de Dados agora e comecei um curso de graduação recentemente, com certeza vocês foram uma inspiração pra mim, confesso que a matemática ainda me intimida bastante mas espero superar essa minha dificuldade em breve durante o curso.', 'likes': 0}, {'comment_text': 'Por que o Marinho é jogador e o irmão dele não?', 'likes': 0}, {'comment_text': 'Parabéns pelo casamento!!!! Deus abençoe a família de vocês', 'likes': 1}, {'comment_text': 'fala filho do Halli, moro perto do jardim botânico e gostaria de saber como faço para visitar o ímpar e consequentemente tirar uma foto contigo', 'likes': 2}, {'comment_text': 'que microfone bom... Qual é o modelo?', 'likes': 0}, {'comment_text': 'Seus lindos🥰🥰🥰', 'likes': 1}, {'comment_text': 'Parabéns 👏👏👏👍🍀🕊️', 'likes': 0}, {'comment_text': 'Halison, pq o site do visgraf está fora do ar??? Fiz matéria em 2020 e não consigo ver os trabalhos do meu ano.', 'likes': 0}]"
vyTA2uG0uX8,"[{'comment_text': 'Saiu! Você já pode assistir a playlist Curso de SQL para Análise de Dados gratuitamente aqui: https://www.youtube.com/playlist?list=PL5TJqBvpXQv5n1N15kcK1m9oKJm_cv-m6', 'likes': 5}, {'comment_text': 'Quero ser DBA vale apena estudar ciência de dados? Tem cursos da Udemy bem baratos.', 'likes': 0}, {'comment_text': '#SQL', 'likes': 0}, {'comment_text': 'Sua didática é ótima! Parabéns e muito obrigado por se dispor a compartilhar o seu conhecimento .', 'likes': 0}, {'comment_text': 'Bom dia! Estou tendo aulas de MySql Server na faculdade. Eu acho extremamente importante aprender banco de dados, mas diariamente me deparado com inúmeras plataformas. Afinal, qual aprender? Qual o mercado depende mais? MySqlServer, Oracle, MongoDB, PostGree... dizem que bancos relacionais estão em decaimento etc. Enfim, mto confuso, consegue trazer uma luz? Grato', 'likes': 0}, {'comment_text': '#sql', 'likes': 0}, {'comment_text': '#sql parabéns pelo excelente conteúdo!!!', 'likes': 0}, {'comment_text': '#sql: Alguma sugestão de curso para aprender SQL do zero?', 'likes': 0}, {'comment_text': '#sql', 'likes': 0}, {'comment_text': 'Isso não é um canal, isso é uma universidade.\nEu amoooooo todos os vídeos de vcs <3', 'likes': 0}]"
gzSraTQqzxw,"[{'comment_text': 'Up', 'likes': 0}, {'comment_text': '#pesquisa', 'likes': 0}, {'comment_text': 'Mas você quer ir embora do Brasil ou só quer se testar mesmo ??', 'likes': 0}, {'comment_text': 'Eu tenho muito interesse em pesquisa. Adoraria mais vídeos nesse estilo e voltado para a área acadêmica.', 'likes': 0}, {'comment_text': 'Hallison, qual sua opinião sobre traduzir para ingles o nome das instituições? Vi que voce deixou tudo em portugues mesmo', 'likes': 0}, {'comment_text': 'Monstro! Excelente vídeo mais uma vez!\n\nGrato, pessoal!', 'likes': 1}, {'comment_text': 'Boa noite, amigão!\nPoderia me guiar nesse mundo de engenharias? então, planejo fazer o ITA (engenharia da computação) e queria saber, relacionado a sua experiência no IME, como eu poderia entrar na área robótica e inteligência artificial? qual seria a pós graduação que seria obrigatório no currículo? eu gosto muito de robôs, inteligência artificial e programação! Como foi o caso de uma equipe de alunos do IME que deu um sacode em uma competição internacional de robôs jogando futebol. É nesse nível que eu quero chegar! poderia me ajudar e esclarecer essa dúvida? \nSeria engenharia da computação e uma pós graduação em eletrônica (ou teria mais cursos)?', 'likes': 0}, {'comment_text': 'Meu Deus dos céus, esse é o currículo de um Deus véi!! Parece que a pessoa está  tendo uma aula sobre o assunto, parabéns eu acho que é  pouco pra esse vídeo. Claro que estamos falando de candidatos de nível global em termos de conhecimento e experiência, mas vc consegue, eleva o nome da nossa nação   que estamos todos na torcida por vc.', 'likes': 16}, {'comment_text': 'O cara tá chavoso demais, parabéns pelo conteúdo', 'likes': 0}, {'comment_text': 'Vish, coitado de quem vai concorrer com vc! rs', 'likes': 1}]"
HzKum2C9-7Q,"[{'comment_text': 'Cheguei aqui neste canal pesquisando aqui no YouTube,  mas tbm já vi outros canais indicando e falando mt bem do Canal.\nMuito obg pelas indicações e parabéns pela iniciativa 👏👏👏', 'likes': 0}, {'comment_text': 'kd o linux tips?', 'likes': 0}, {'comment_text': 'Olá, adoro o conteúdo de vcs! Parabéns! Recomendam algum canal sobre CyberSecurity?', 'likes': 0}, {'comment_text': 'Muito muito obrigada pela menção! O conteúdo de vocês é incrível e me inspira muito! ❤️', 'likes': 1}, {'comment_text': 'Adorei o vídeo e os comentários, mt lindo ver essa colaboração. Ah, e tb adorei que colocaram os links dos canais na descrição. Hehehe. Vcs são 10.', 'likes': 0}, {'comment_text': 'obrigada <3', 'likes': 0}, {'comment_text': 'Já abrindo as abas pra começar a seguir cada um dos canais! Parabéns por mais essa iniciativa =)', 'likes': 0}, {'comment_text': 'Olhei os canais e fiz a inscrição em alguns. Sou amante das tecnologias, principalmente se houver aplicações da Matemática. Da forma que eu posso, estou estudando Ciência de Dados por meio do conteúdo que vocês produzem. Se tiver indicação de canais que fala sobre tecnologia mas na forma de minidocumentários, sei que não é o foco de vocês, mas ficarei grato se houve indicação.', 'likes': 0}, {'comment_text': 'Feliz 2022!! Essa lista é muito top!!!', 'likes': 0}, {'comment_text': 'Muuuito boa a lista! Já seguia a maioria deles.\nPS: Que casal bonito! Sério mesmo! Dá gosto de ver como vcs se completam! =D', 'likes': 0}]"
P6uiLQ6F7Mo,"[{'comment_text': 'Me ajudou muito rs', 'likes': 0}, {'comment_text': 'MUITOOOOO BOMMMMMMMM, que explicação incrível', 'likes': 0}, {'comment_text': '#SQL Assisti esse vídeo e dei uma olhada no resto do conteúdo, sem dúvida alguma vou consumir mais desse excelente canal.', 'likes': 0}, {'comment_text': 'Você explica muito didaticamente! Com os seus vídeos tenho entendido muito melhor!! Valeu!!', 'likes': 0}, {'comment_text': 'Que canal maravilho!!!!', 'likes': 0}, {'comment_text': '#sql !', 'likes': 0}, {'comment_text': 'Excelente apresentadora. Muito bonita também. E carismática', 'likes': 0}, {'comment_text': 'Os dados não são enviados pro servidor que tá hospedando o seu site? Fique confuso..  Qual a diferença entre banco de dados e hospedagem?', 'likes': 0}, {'comment_text': 'muti bom', 'likes': 0}, {'comment_text': '#\nSQL', 'likes': 0}]"
HYSqtk7xSmk,"[{'comment_text': '♡♡♡♡◇', 'likes': 0}, {'comment_text': 'Vamos lá comunidade DEV. Vamos levantar esse canal às alturas. O 👍tá ai pra ser clicado.', 'likes': 0}, {'comment_text': 'Felicidades, @Programação Dinâmica, rumo ao sucesso sempre!!', 'likes': 0}, {'comment_text': 'Parabéns ❤️❤️❤️ vcs são incríveis', 'likes': 0}, {'comment_text': 'fã demais de vocês parabéns pelo canal muito bom', 'likes': 0}, {'comment_text': 'Parabéns! Sou fã de vocês! Estou cursando engenharia de computação!', 'likes': 0}, {'comment_text': 'Que legal!!! Meus parabéns 🎉 vocês merecem muito, que venham muitos mais!!', 'likes': 2}]"
AwdkPKgdH54,"[{'comment_text': 'Ficamos muito felizes pela visita ao novo escritório de BH e por contarem um pouco mais da nossa rotina de trabalho, pessoal! \rSeguimos avançando juntos e com várias oportunidades para quem deseja se tornar um #HotmartTrooper! É só entrar no link e encontrar a que for mais compatível com seus objetivos em: hotmart.com/jobs  🚀😊', 'likes': 39}, {'comment_text': 'Baita estrutura e respeito com seus funcionários. ', 'likes': 0}, {'comment_text': 'Up', 'likes': 0}, {'comment_text': 'Up', 'likes': 0}, {'comment_text': 'olá, como é a aceitação do mercado na área de Dados, aceitam pessoas com mais de 40 anos?', 'likes': 0}, {'comment_text': 'Perfeito esse video, eu queria mesmo ver como uma empresa Gigante de ti é,  já que muito do que vamos são empresa pequenas ou médias  no máximo .', 'likes': 0}, {'comment_text': 'Adoro trabalhar lá! #Hotmart 🧡💛💜', 'likes': 1}, {'comment_text': 'Vocês te quantos anos?', 'likes': 0}, {'comment_text': 'Muito boa essa empresa.', 'likes': 0}, {'comment_text': 'Nossa que massa!!! Não sabia que a Hotmart tinha um lugar físico.', 'likes': 0}]"
yYmh6vpw60o,"[{'comment_text': 'O canal de tecnologia mais humano do YouTube com o sentimento de quem foi ajudado e agora quer ajudar  e não se promover, continue com esse trabalho fantástico.', 'likes': 17}, {'comment_text': 'Tô amando seus vídeos! Trabalho com empregabilidade e tem muitas dicas ótimas no canal, com certeza vou indicar para mais pessoas acompanharem!', 'likes': 0}, {'comment_text': 'Escrever é melhor que fazer vídeos  é curto para esclarecer tudo e acaba no esquecimento.', 'likes': 0}, {'comment_text': 'Acompanhamento', 'likes': 0}, {'comment_text': 'E os selos de competência agregam em alguma coisa? Eu consegui um de python, na época que estudava aqui no canal de vocês, só que hoje em dia nem estou me focando mais na linguagem por conta da minha faculdade que vai pra disciplinas de frontend e precisei me focar no JS.', 'likes': 0}, {'comment_text': 'Acabei de chegar. Você analisa currículos fora da área também? Pra freelancers de várias áreas que tem um pedacinho de experiência com várias coisas e por estar estudando ainda não pode trabalhar mas consegue pegar um job simples que outro e quer ter um bom perfil?', 'likes': 0}, {'comment_text': 'Gente, essa série está incrível. Sou muito fã do canal!', 'likes': 2}, {'comment_text': 'Isto é tudo que eu precisava 🤗 !!! Só não posso esquecer de enviar o email 😊', 'likes': 2}, {'comment_text': 'Série top demais', 'likes': 1}, {'comment_text': 'Que vídeo ótimo, quero mais. 🥰', 'likes': 1}]"
fJXpJMMq12Y,"[{'comment_text': 'Um vídeo melhor que o outro', 'likes': 0}, {'comment_text': '2:23 sonegação se impostos é um dever moral', 'likes': 1}, {'comment_text': 'Extremamente relevante! 🙌', 'likes': 0}, {'comment_text': 'Ótimo vídeo, educação financeira sempre.', 'likes': 0}, {'comment_text': 'Queridos, Hallison e Kizzy. \nPrimeiramente parabéns pelo casamento! 🖤\nDesejo MUITAS felicidades.\n\nGostaria de fazer uma sugestão, sinto falta de vídeos a respeito de SQL no canal. Isso tem um motivo em especial? Vcs são feras e manjam tanto de temas tão complexos. Seria legal falar um pouco dessa linguagem. Trabalho no Mercado Livre e o SQL é amplamente utilizado tanto por profissionais mais de negócio quanto pessoal de tecnologia e Business intelligence.\n\nEntão fica a sugestão pra um vídeo, não necessariamente uma aula. Mas uma discussão a respeito, tem tanta ferramenta largamente utilizada no mundo corporativo, MySQL, BigQuery, Teradara,etc.\n\nGrande abraço, fico a disposição.', 'likes': 2}, {'comment_text': 'O casal maia Nath Financas do Yt', 'likes': 0}, {'comment_text': 'Partindo do princípio que um crédito é como um empréstimo, qualquer uso dele com objetivo claro é bem vindo. Eu e minha família não tínhamos condições de nos mudar se não fosse com esse ""auxilio"", mesmo que se crie uma dívida, ela vira uma dívida planejada que você paga logo assim que pode. O problema mesmo é de quem faz uso excessivo e inconsequente, mas aí já é falta de educação financeira.', 'likes': 0}, {'comment_text': 'Bom conteúdo, falou do cartão de crédito sem romantizar ou demonizar :)', 'likes': 0}, {'comment_text': 'É esse o conteúdo que deveria estar nos ""arcuris"" e ""primos"" da vida. Que bom que são pessoas conscientes que sabem o que falam. Vocês e a NathFinanças dão sim uma boa colaboração sobre a relação que as pessoas deveria ter com os seus respectivos recursos financeiros.', 'likes': 1}, {'comment_text': 'Sem o crédito, muitas das minhas conquistas iriam demorar ainda mais. Montar um computador, por exemplo, é algo inimaginável sem acesso a crédito pra mim. A primeira vez que paguei o mínimo e demorei mais 3 meses para normalizar tudo, ficou uma grande lição.', 'likes': 2}]"
BIEBJZ_Db7Y,"[{'comment_text': 'você vai voltar a com as aulas?', 'likes': 0}, {'comment_text': 'A qualidade da imagem ficou um pouco baixo', 'likes': 0}, {'comment_text': 'Parabéns cara. muito obrigado pelo conteúdo.', 'likes': 0}, {'comment_text': 'Só uma questão, o livro ""Deep Learning with PyTorch"" é escrito por outros autores sem ser o Chollet, o livro do Chollet não seria o ""Deep Learning with Python"" ? \n\nAmei a live, sempre tive curiosidade acerca do PyTorch, já que estou habituado a usar Tensorflow/Keras. O PyTorch parece-me mais clean, de certa forma, e mais flexível (posso estar enganado, claro). \n\nAbraço Hallinson e Kizzy :)', 'likes': 0}, {'comment_text': 'No diagrama, na entrada do Generator mostra a soma do Ruido (noise) mais o Latent Space. O ruido eu entendi, mas o Latent Space  o que é e onde ele é feito  no programa?', 'likes': 0}, {'comment_text': 'Não achei o notebook no github, será que não salvou somente no drive?', 'likes': 1}, {'comment_text': 'Exatamente o que precisava!!', 'likes': 0}, {'comment_text': 'Muuuito boom!!', 'likes': 0}]"
s-93vvftXLw,"[{'comment_text': 'A duvida é: como ser flexível e se adaptar rápido?', 'likes': 0}, {'comment_text': 'Up', 'likes': 1}, {'comment_text': 'Tenho 37 anos e estou em busca de transição.. é desafiador… mas estou totalmente certa da minha escolha.. o conteúdo de vcs é excelente, parabéns e obrigada 🙏🏽', 'likes': 2}, {'comment_text': 'Eu tenho um problema. durante 2020 eu acabei perdendo meu trabalho e fui aprendendo coisas diferentes. conheci o UX design e ai fui estudando com muito afinco por aproximadamente 1 ano. hoje, eu estou trabalhando ainda. mas eu não sei se sou programador ou designer. da mesma forma que eu consigo ir la no figma. pegar referencias visuais, estudar tipografia e etc. eu to fazendo front . e as vezes até fazendo back end. minhas habilidades são uma coisa bizarra. no sentido de ser amplo, tipo. hoje faço curso de UX e preciso fazer uma pesquisa com usuários. mas no meu trabalho que paga as contas estou fazendo muita programação. até pediram para eu pegar uma aplicação monolitica lá separar o back do front pra ter mais liberdade criativa (os designers usam webflow lá). eu então definitivamente não sei o que eu sou ou estou tentando ser.', 'likes': 0}, {'comment_text': 'Você é muito corajosa, inteligente e decidida!\nMeu Deus, que multa gigante para sair do EB.\n\nObrigada por compartilhar sua história. Com certeza, agregou muito.', 'likes': 0}, {'comment_text': 'Deus abençoe o trabalho de vocês e os dê saúde e prosperidade. Hoje nos 52 anos, 23 anos na ""infra"" decidi voltar pra faculdade e fazer análise e tentar novo caminho no desenvolvimento. Deus me ajude e me guie. obrigado por sua experiência', 'likes': 0}, {'comment_text': 'Excelente tema, eu estou justamente nessa posição de ""sair"" da elétrica para entrar no desenvolvimento, mas é como tu disse, a experiência não é perdida e/ou esquecida, e esse processo tem que ser visto de forma natural', 'likes': 0}, {'comment_text': 'Definitivamente eu jamais irei para área de tecnologia', 'likes': 0}, {'comment_text': 'Eu tenho 36 anos trabalhei muitos anos na area da segurança privada abandonei essa carreira e uma certa estabilidade \nacabei de me formar em analise desenvolvimento de sistema \nabrir mão de tudo estou ganhando muito pouco com filho e pagando aluguel não é facil \n dei um passo para trás para no futuro dá dois passos pra frente.', 'likes': 3}, {'comment_text': 'Tenho 51 anos... estudando pra mudar de carreira. E nao é a 1a vez', 'likes': 1}]"
ULc-XMrJdgE,"[{'comment_text': 'Comecei depois dos 40 e as empresas de TI se importam com a nossa qualificação para o cargo. É uma decisão pessoal, pois exige atualização constante.', 'likes': 0}, {'comment_text': 'Aprendi muuito 😃', 'likes': 0}, {'comment_text': 'Parabéns pelo vídeo! Muito esclarecedor!', 'likes': 0}, {'comment_text': 'Melhor canal de programação!! Avante PD', 'likes': 1}, {'comment_text': 'Achei muito bom esse vídeo. Suas respostas foram esclarecedoras. Valeu, amigo.', 'likes': 0}, {'comment_text': '""o que é que tu quer??"" Essa é a pergunta de um milhão de dólares. Hahahah', 'likes': 0}, {'comment_text': 'Adorei o vídeo, me tirou muitas dúvidas. Já vou maratonar o canal 😍', 'likes': 1}, {'comment_text': 'Man, tu viu o video do deschamps?? A IA. Disse que vai substituir boa parte da galera!!', 'likes': 1}, {'comment_text': 'Parabéns! Muito bom o vídeo. Me levou a várias reflexões!', 'likes': 1}, {'comment_text': 'Estou no começo dos meus estudos pra programação e seu vídeo me ajudou pra caramba, muito obrigada.❤️', 'likes': 3}]"
9OPVnWk8XPU,"[{'comment_text': 'Atenção: em 18:38 o correto é ""valores[0]"" (zero) e não ""valores[1]"" (um), a correção só aparece lá na frente👩🏾\u200d💻 👨🏾\u200d💻', 'likes': 14}, {'comment_text': 'Show mano', 'likes': 0}, {'comment_text': 'Como iniciante na programação...eu me imagino fazendo a resolução desse desafio assim: \nFórmula: V = D / T\nV = int(imput(insira o valor do V? )\n... Faria isso para as três variáveis...\nDepois criaria uma excessão para entender que, uma variável que não tiver valor, seria oque receberia a resposta... Sla', 'likes': 0}, {'comment_text': 'Conteudo muito top!!!', 'likes': 0}, {'comment_text': 'Ola Hallison, gostei deste problema e acabei de me inscrever, uma pergunta: seria possível digitar a fórmula, em seguida digitar as variáveis e fazer um replace na fórmula e em seguida executar o cálculo. Um abraço', 'likes': 0}, {'comment_text': 'Isso é o mais difícil mesmo: organizar pensamento e aplicar oq ja sabe. Ter esse traquejo com a lógica é complicado', 'likes': 0}, {'comment_text': 'Achei o video ótimo, obrigado pelo conteudo', 'likes': 0}, {'comment_text': 'Pode montar uma playlist do ""matematica com python""? Não achei e não sei qual é a ordem dos videos, alguns não estão numerados', 'likes': 0}, {'comment_text': 'Excelente video, admiro muito seu trabalho, simplicidade e sabedoria pra passar tais conteúdos, valeu brother', 'likes': 0}, {'comment_text': 'Alguém sabe me dizer qual área, excluindo a acadêmica dando aula etc, pode-se trabalhar com problemas desse tipo no dia a dia? Eu ja tive contato com frontEnd e odiei, entretanto esse vídeo e toda a playlist de estrutura de dados me encantou os olhos. Onde se encaixa esse tipo de conhecimento? Games? Iot? Estou ha 1 ano estudando programação e por enquanto so trabalhei com coisas relacionadas a web', 'likes': 0}]"
3TYFEaKTQrk,"[{'comment_text': 'Aprenda a fazer e veja o código em: https://youtu.be/x78FpxMF-eY', 'likes': 2}, {'comment_text': 'Assisti o vídeo explicando seu trabalho,ficou show.', 'likes': 2}, {'comment_text': ""Seria isso o tal 'comacri'?"", 'likes': 0}, {'comment_text': 'boa! Muito legal hahahaha', 'likes': 0}, {'comment_text': 'Ficou muito top', 'likes': 0}, {'comment_text': 'Estou adorando o canal de vocês ☺️🤓', 'likes': 0}, {'comment_text': '""Não é feitiçaria, é tecnologia"" hahahahah \n👏', 'likes': 12}, {'comment_text': 'Concerteza o filme copiou essa magia daqui.', 'likes': 0}, {'comment_text': 'Corvinal, certeza hehehe', 'likes': 5}, {'comment_text': 'Ahhh que show, Hallison!', 'likes': 0}]"
x78FpxMF-eY,"[{'comment_text': 'Não somos a MARVEL, mas vocês viram a ""cena pós-créditos""? 😂😂', 'likes': 14}, {'comment_text': 'Sensacional!🪄', 'likes': 0}, {'comment_text': 'uma palavra: WOW', 'likes': 0}, {'comment_text': 'Você é um mágico cara  na hora que você pediu like eu dei kkk foi no time hora perfeita', 'likes': 0}, {'comment_text': 'Uau!!! Parabéns! Muito incrível!\n E o casamento entre as diversas áreas de conhecimento pra chegar ao resultado foi fenomenal! 🧠⚡', 'likes': 0}, {'comment_text': 'Como que a câmera captura oque tá atrás de você? fica salvo oque tem atrás e quando ela deixa você ""invisivel"" sobrepoe com a imagem do fundo?', 'likes': 0}, {'comment_text': 'Agora é estudar python e tentar replicar isso. daqui uns anos eu volto aqui e falo como foi. kkkk', 'likes': 0}, {'comment_text': 'Eu aqui imaginando quantos milhões os cara devem ter gasto pra fazer as cenas do filme que você simplificou em um vídeo. kkkk (Vendo só o video até parece fácil. kkkk) Você é fera demais!', 'likes': 0}, {'comment_text': 'Que cara bom!', 'likes': 0}, {'comment_text': 'como que o programa sabe com oq substituir a imagem, digo como ela sabe oq tá atrás de vc ?', 'likes': 0}]"
